,Lousic C.K.,Dave Chappelle,Ricky Gervais,Bo Burham,Bill Burr,Jim Jefferies,John Mulaney,Hasan Minhaj,Ali Wong,Anthony Jeselnik,Mike Birbiglia,Joe Rogan
fine,5,3,7,0,3,2,3,2,2,2,8,0
finger,0,1,0,3,0,0,0,0,10,0,1,2
fingerprint,0,0,0,1,1,0,0,0,0,0,0,0
finish,2,1,0,1,5,4,0,1,4,2,0,0
finite,0,0,0,0,0,0,0,1,0,0,0,0
firefighter,0,0,0,1,0,0,0,1,0,1,0,0
fireman,0,0,0,0,0,2,0,0,0,0,0,0
firewall,0,0,0,0,0,0,0,1,0,0,0,0
firewood,0,0,0,0,0,0,0,0,0,0,0,1
firm,0,0,0,0,0,0,1,0,0,0,0,0
firstround,0,0,0,0,0,0,0,0,0,0,1,0
fischerlike,0,0,0,0,0,0,1,0,0,0,0,0
fish,7,0,0,3,0,0,0,0,1,0,0,3
fishhook,0,0,0,0,0,0,0,0,0,0,0,1
fishing,0,0,0,0,0,0,0,0,0,0,0,2
fist,0,1,0,0,0,0,0,0,0,0,0,0
fit,0,2,1,0,2,0,1,3,0,0,0,1
fiveday,0,0,0,0,0,0,0,0,0,0,1,0
fiveseven,0,0,0,0,0,0,0,1,0,0,0,0
fiveshot,0,0,0,0,2,0,0,0,0,0,0,0
fiveyearold,0,0,0,0,0,0,1,0,0,0,0,0
fix,0,0,0,3,2,0,1,0,0,0,0,0
fixerupper,0,0,0,0,0,0,0,0,0,0,1,0
flag,0,0,0,0,2,0,0,0,0,0,4,1
flamboyant,0,0,0,1,0,0,0,0,0,0,1,0
flame,0,0,1,0,0,0,0,0,0,0,0,1
flamethrower,0,0,0,0,1,0,0,0,0,0,0,0
flank,0,0,0,0,0,0,0,0,0,0,1,0
flap,0,0,0,0,0,0,0,2,0,0,0,0
flash,0,0,0,0,2,0,1,0,0,0,1,0
flashback,0,0,1,0,0,0,0,0,0,0,0,0
flashlight,0,0,0,0,1,0,0,0,0,0,0,0
flat,0,0,0,0,1,0,0,0,1,0,0,0
flatout,0,0,0,0,0,0,0,0,0,1,0,0
flavor,0,1,0,0,0,0,0,0,1,0,0,0
flaw,1,0,0,0,0,0,0,0,0,0,0,0
fle,0,0,1,0,0,0,0,0,0,0,0,0
fleetwood,0,0,0,0,0,0,1,0,0,0,0,0
flesh,1,0,2,0,0,0,0,0,0,0,0,0
fleshy,0,0,1,0,0,0,0,0,0,0,0,0
flight,0,0,1,0,0,3,0,1,0,0,9,0
flimsy,0,1,0,0,0,0,0,0,0,0,0,0
flint,0,5,0,0,0,0,0,0,0,0,0,0
flip,0,0,0,0,0,0,1,0,1,0,1,0
float,2,0,4,0,2,0,0,0,0,0,0,2
flood,0,0,0,0,0,2,0,0,0,0,0,0
floor,0,0,1,0,1,0,0,0,1,0,1,0
floorboard,0,0,0,0,1,0,0,0,0,0,0,0
flop,0,0,0,0,1,0,0,0,0,0,0,0
florida,0,0,0,0,0,0,0,0,0,0,0,5
flow,0,1,0,0,0,2,0,0,0,0,0,0
flower,1,0,1,0,0,0,0,0,0,0,0,0
floyd,0,1,0,0,0,0,0,0,0,0,0,0
flu,0,0,0,0,0,0,0,0,0,0,0,1
fluently,0,0,0,0,0,1,0,0,0,0,0,0
fluke,0,0,1,0,0,0,0,0,0,0,0,0
flush,5,0,0,0,0,0,0,0,0,0,0,0
fly,1,3,9,2,10,6,2,3,0,1,2,2
flyer,0,0,0,1,0,0,0,0,0,0,0,0
fob,0,0,0,0,0,0,0,1,0,0,0,0
fobbi,0,0,0,0,0,0,0,1,0,0,0,0
focus,0,0,0,0,0,0,0,1,1,0,1,0
focused,1,0,0,0,1,0,0,0,0,0,0,0
fog,0,0,0,1,0,0,0,0,0,0,0,0
fold,1,0,1,0,0,0,0,0,0,1,0,0
folk,1,0,0,0,0,0,0,0,0,0,0,7
follow,0,1,2,3,1,1,1,5,0,1,2,3
follower,0,0,2,0,0,0,0,0,0,0,0,1
following,0,0,0,0,0,0,0,1,1,0,0,0
followup,0,0,0,0,0,0,0,0,0,1,1,0
food,11,0,5,2,2,1,4,0,3,0,0,1
fool,0,1,0,0,0,0,0,0,0,0,0,0
foot,2,1,1,0,7,2,6,2,2,0,0,2
footage,0,0,0,0,1,0,0,0,0,1,0,1
football,0,0,0,0,1,0,0,0,0,0,0,0
footstep,0,0,0,1,0,0,0,1,0,0,0,0
forbid,0,0,0,0,3,0,0,0,0,0,0,0
force,0,1,0,1,0,0,0,0,0,0,0,0
ford,0,1,0,0,0,0,1,1,0,0,0,0
forehead,0,0,0,0,1,1,0,0,0,0,0,0
foreign,0,0,0,0,0,2,0,0,0,0,0,0
foreman,0,0,0,0,1,0,0,0,0,0,0,0
foremost,0,0,0,0,0,0,0,0,2,0,0,0
foreskin,0,0,0,0,0,1,0,0,0,0,0,0
forest,0,0,0,1,0,0,0,0,0,0,0,1
forever,3,1,0,1,1,1,1,2,2,0,0,0
forget,0,8,3,1,1,2,2,3,0,6,0,0
forgive,0,0,0,0,0,0,0,2,0,0,0,0
fork,0,0,0,0,0,0,0,0,0,0,1,0
form,0,0,0,2,0,2,1,0,0,0,4,1
format,0,0,0,2,0,0,0,0,0,0,0,0
formula,1,0,0,0,0,0,0,0,0,0,0,1
forsaken,0,0,1,0,0,0,0,0,0,0,0,0
forth,0,0,0,0,0,0,0,8,0,0,0,1
fortyfourandahalf,0,0,0,0,0,0,0,1,0,0,0,0
forward,0,0,0,0,1,1,2,1,1,0,0,0
fountain,5,0,0,0,0,0,0,0,0,0,0,0
fourleaf,1,0,0,0,0,0,0,0,0,0,0,0
fourletter,0,0,0,0,0,0,1,0,0,0,0,0
fourth,0,2,0,0,0,0,1,0,0,0,0,0
fox,1,0,0,0,0,0,1,4,0,0,0,0
frame,1,0,0,0,0,0,0,0,0,0,2,0
france,0,1,0,0,0,0,0,0,0,0,0,0
francisco,0,2,0,1,0,0,0,0,2,8,0,4
frank,0,0,0,0,0,0,1,0,0,0,2,0
frankly,0,0,0,0,0,0,0,0,0,1,0,0
freak,0,1,0,0,3,0,2,0,3,0,0,4
freakin,0,0,0,0,0,0,0,0,0,0,0,1
freaky,0,0,0,0,0,0,0,0,1,0,0,0
frederick,0,0,0,0,0,0,1,0,0,0,0,0
free,1,2,1,1,1,0,3,1,3,0,1,4
freedom,0,0,3,0,1,0,0,1,0,0,0,1
freerange,0,0,0,0,0,0,0,0,1,0,0,0
freeway,0,0,0,0,0,0,0,1,0,0,0,0
freeze,0,0,0,0,0,0,0,0,0,0,0,1
french,0,0,0,0,0,0,4,0,0,0,0,0
frequency,0,0,0,0,1,0,0,0,0,0,0,0
fresh,0,1,2,0,0,0,0,0,2,1,0,0
freshly,0,0,0,1,0,0,0,0,0,0,0,0
freshman,0,0,0,1,0,0,0,0,0,0,0,0
friday,0,0,0,0,0,0,1,0,0,0,0,0
fried,0,0,0,0,0,0,0,0,0,0,2,0
friend,1,15,5,6,8,7,16,5,9,7,26,7
friendlieth,0,0,0,0,1,0,0,0,0,0,0,0
friendly,0,0,0,0,0,0,2,0,0,0,1,1
friendship,0,0,0,1,0,0,0,0,0,0,0,0
frisbee,0,0,0,0,1,0,0,0,0,0,0,0
frisco,0,0,0,0,0,0,0,0,0,3,0,0
frito,0,0,0,0,1,0,0,0,0,0,0,0
frivolous,0,1,1,0,0,0,0,0,0,0,0,0
frog,0,0,3,7,0,0,0,0,0,0,0,1
frozen,0,0,0,0,0,0,0,0,1,0,1,0
fruit,0,0,0,0,0,0,0,1,0,0,0,0
fry,0,0,0,0,0,0,2,1,1,0,0,0
fuck,22,72,63,40,111,126,4,28,20,19,0,141
fucked,0,0,0,1,0,0,0,0,0,0,0,0
fucker,0,0,6,0,1,1,0,0,0,0,0,1
fuckface,0,0,0,0,0,1,0,0,0,0,0,1
fuckin,0,0,1,0,11,0,0,0,2,4,0,1
fuckup,0,0,0,0,1,0,0,0,0,0,0,0
fuckwit,0,0,0,0,0,1,0,0,0,0,0,0
fugitive,0,0,0,0,0,0,1,0,0,0,0,0
fulcher,0,0,0,0,0,2,0,0,0,0,0,0
fulfil,0,0,0,0,0,0,0,0,1,0,0,0
fulfilling,0,0,0,0,0,1,0,0,0,0,0,0
fulfillment,0,0,0,0,1,0,0,0,0,0,0,0
fullpage,0,0,0,0,0,0,0,0,0,0,0,1
fully,1,0,0,0,0,0,0,0,0,0,0,0
fume,0,0,1,0,0,0,0,0,0,0,0,0
fun,3,1,3,3,2,2,6,3,0,10,0,2
function,0,0,0,1,0,0,0,0,0,0,0,0
fundamentalist,0,0,3,0,0,0,0,0,0,0,0,0
fundraiser,0,0,0,0,0,0,3,0,0,0,0,0
funeral,0,0,6,1,0,0,0,0,0,4,0,0
funky,0,1,0,0,0,0,0,0,1,0,0,0
funniest,0,0,0,0,0,0,1,0,0,0,0,0
funny,0,1,14,6,2,5,3,3,2,9,3,3
furious,0,1,0,0,0,1,1,0,0,1,0,0
fuselage,0,0,0,0,1,0,0,0,0,0,0,0
future,2,0,0,0,0,1,2,1,2,0,1,0
fxx,0,0,0,0,0,1,0,0,0,0,0,0
gal,0,0,0,0,0,0,0,0,0,0,0,1
galapagos,0,0,0,0,0,0,0,0,1,0,0,0
gallon,0,0,0,0,0,0,0,0,1,0,0,0
gallup,0,0,0,0,0,0,0,0,0,0,0,1
gambit,0,0,1,0,0,0,0,0,0,0,0,0
game,0,6,2,3,0,0,2,5,0,0,3,3
gandhi,0,0,0,0,0,0,0,1,0,0,0,0
ganesh,0,0,0,0,0,0,0,1,0,0,0,0
gang,0,0,0,0,0,0,0,1,0,0,0,0
gangster,0,1,0,0,0,0,0,0,0,0,0,0
gap,0,1,0,0,0,0,0,1,1,0,0,0
garage,0,0,0,0,1,0,0,0,0,0,0,0
garbage,2,0,0,0,0,0,1,0,0,0,0,0
garden,0,0,2,0,0,0,0,0,1,0,0,0
gardening,0,0,1,0,0,0,0,0,0,0,0,0
gargoyle,0,0,1,0,0,0,0,0,0,0,0,0
garland,0,0,0,0,0,0,0,0,0,0,0,2
garment,0,1,0,0,0,0,0,0,0,0,0,0
garrity,0,0,0,0,0,0,1,0,0,0,0,0
garry,0,1,0,0,0,0,0,0,0,0,0,0
gas,0,0,0,0,2,0,0,0,0,0,0,1
gasp,0,0,0,0,0,0,0,0,0,1,0,0
gate,0,0,0,0,1,1,1,0,1,0,5,0
gather,0,0,0,1,0,0,0,0,0,0,0,1
gawker,0,1,0,0,0,0,0,0,0,0,0,0
gay,2,20,1,6,6,1,2,0,1,0,0,1
gayer,0,1,0,0,0,0,0,0,0,0,0,0
gear,0,0,0,0,0,1,0,0,0,0,0,0
geary,0,0,0,0,0,0,0,0,0,0,0,1
gehrig,0,0,0,0,0,0,1,0,0,0,0,0
gender,0,1,0,0,0,0,1,0,0,0,0,3
gene,0,0,1,0,0,0,0,0,0,0,0,2
general,0,0,0,0,0,0,1,0,0,0,1,0
generally,0,0,0,0,0,0,0,0,1,0,0,0
generation,0,6,0,0,1,0,0,5,2,1,0,0
generational,0,0,0,0,0,0,0,3,0,0,0,0
genetic,0,0,0,1,0,0,0,0,0,0,0,1
genetically,0,0,2,0,0,0,0,0,0,0,0,0
genital,1,0,0,0,0,1,0,0,0,0,0,0
genius,0,0,0,1,0,0,0,0,1,0,0,2
genocide,0,0,0,1,1,0,0,0,0,0,0,0
genre,1,0,0,0,0,0,0,0,0,0,0,0
gentleman,0,4,1,0,0,3,1,0,1,1,0,3
genuinely,0,0,0,1,0,0,0,0,0,0,0,0
geometry,0,0,0,0,0,0,0,1,0,0,0,0
george,0,0,0,1,1,0,1,0,0,0,0,0
georgia,0,0,0,0,1,0,0,0,0,0,0,0
german,0,0,0,0,0,0,0,0,0,1,0,1
germany,0,0,0,0,0,0,0,0,0,1,0,0
gervais,0,0,9,0,0,0,0,0,0,0,0,0
gestapo,0,0,0,0,0,0,1,0,0,0,0,0
gestate,0,0,1,0,0,0,0,0,0,0,0,0
gestation,0,0,1,0,0,0,0,0,0,0,0,0
gets,0,0,2,0,0,0,1,1,1,1,0,0
gettin,0,0,0,2,0,0,0,0,0,0,0,0
getting,1,1,3,0,5,6,0,4,0,1,0,3
gham,0,0,0,0,0,0,0,1,0,0,0,0
ghetto,0,12,0,0,0,0,0,0,0,0,0,0
ghost,0,0,1,0,0,0,0,1,1,0,0,0
ghostbuster,0,0,0,0,0,0,0,5,1,0,0,0
giamatti,0,0,0,0,0,0,1,0,0,0,0,0
giant,0,0,0,1,0,0,0,1,0,2,2,3
gibson,0,0,1,0,0,0,0,0,0,0,0,0
gift,1,0,0,0,0,3,0,0,0,0,0,0
gig,0,0,1,0,4,0,1,1,0,0,0,0
gigantic,0,0,0,1,0,0,0,0,0,0,0,0
giggle,0,1,3,1,0,0,0,0,0,0,0,0
giraffe,0,0,2,2,0,0,0,0,0,0,0,0
girl,3,1,3,10,0,26,3,22,4,2,13,22
girlfriend,0,0,3,1,1,23,1,4,0,0,4,0
gist,0,0,1,0,0,0,0,0,0,0,0,0
gizzard,0,0,0,1,0,0,0,0,0,0,0,0
glaad,0,0,0,0,1,0,0,0,0,0,0,0
glad,1,1,0,1,1,1,1,0,0,0,1,0
gladys,1,0,0,0,0,0,0,0,0,0,0,0
glance,0,0,0,0,0,0,0,0,0,0,2,0
glass,1,0,1,0,1,1,2,4,2,0,2,0
glaucoma,0,0,0,0,0,0,0,0,1,0,0,0
glimmer,0,0,0,0,0,0,0,0,0,0,1,0
glitch,0,0,0,1,0,0,0,0,0,0,0,0
globally,1,0,0,0,1,0,0,0,0,0,0,0
globe,0,0,6,0,0,0,0,1,0,0,0,0
glorious,0,0,0,1,0,0,0,0,0,0,0,0
glove,0,2,0,0,0,0,0,0,0,0,0,0
glue,0,0,0,1,0,0,0,0,1,0,0,0
glutenfree,0,0,0,0,0,0,0,0,1,0,0,0
goal,0,0,0,0,0,0,0,0,0,0,1,1
gobbe,0,0,1,0,0,0,0,0,0,0,0,0
goblin,0,0,0,0,0,0,1,0,0,0,0,0
god,5,8,19,11,17,4,3,13,14,1,1,9
godbye,0,0,0,1,0,0,0,0,0,0,0,0
goddamn,2,2,0,0,9,0,1,2,1,1,0,3
godzilla,0,0,0,2,0,0,0,0,0,0,0,0
goes,0,1,0,0,0,0,0,2,0,1,1,0
gold,0,0,0,0,0,0,0,0,1,0,0,2
golden,0,0,6,0,0,0,1,0,1,0,0,1
goldtoe,0,0,0,0,1,0,0,0,0,0,0,0
golly,0,0,0,0,0,1,0,0,0,0,0,0
gon,29,21,14,5,77,18,21,0,28,15,27,52
good,28,29,18,22,9,32,21,19,6,22,19,18
goodbye,2,1,0,0,0,0,1,1,0,0,0,0
goode,0,0,0,0,0,0,1,0,0,0,0,0
goodness,0,0,0,0,0,0,0,0,1,0,0,0
goodnight,0,0,0,0,0,0,0,1,0,0,0,0
google,0,2,0,0,0,0,0,0,0,0,1,3
goon,0,1,0,0,0,0,0,0,0,0,0,0
goonie,0,0,0,0,0,0,0,0,1,0,0,0
gorgeous,0,1,0,1,0,0,0,1,0,1,0,0
gorilla,0,0,1,0,1,0,0,0,0,0,0,0
gossip,0,0,1,0,0,0,0,0,0,0,0,0
got,5,3,2,2,11,4,7,2,11,4,3,15
gotcha,0,0,0,1,0,0,0,0,0,0,0,0
gotham,0,0,0,0,0,0,0,2,0,0,0,0
gotten,0,0,0,0,0,1,0,0,0,0,0,0
gouge,0,0,1,0,0,0,0,0,0,0,0,0
gov,0,0,0,0,0,0,0,1,0,0,0,0
government,0,1,0,0,0,5,2,0,0,0,5,5
governor,0,0,0,0,0,0,3,0,0,0,0,0
gpa,0,0,0,0,0,0,0,1,0,0,0,0
grab,1,1,1,1,5,1,1,2,0,0,0,0
grad,0,0,0,0,0,0,0,1,0,0,0,0
grade,0,0,0,0,2,0,0,2,2,1,2,0
graduate,0,0,0,0,1,0,0,0,2,3,0,0
graduation,0,0,0,0,1,0,0,0,0,0,0,0
grain,0,0,0,1,0,0,0,0,0,0,0,0
gram,0,0,0,0,0,1,0,0,0,0,0,0
grand,0,0,3,0,0,0,0,0,0,0,0,1
grandchild,0,0,1,0,0,0,0,0,0,2,0,0
grander,0,0,0,0,0,0,0,0,0,0,1,0
grandfather,0,0,0,0,0,0,0,1,0,3,0,0
grandkid,0,0,0,0,0,0,0,0,0,1,0,0
grandma,0,0,0,0,1,0,1,0,2,19,0,0
grandmother,2,0,0,0,0,0,0,0,0,6,0,0
grandpa,0,0,0,0,0,0,1,0,0,0,0,0
grandparent,0,0,0,0,1,0,0,0,0,0,0,0
grant,1,0,0,0,0,0,0,1,1,0,0,1
grape,2,0,1,0,0,0,0,0,0,0,0,0
graph,0,0,0,0,0,0,0,0,1,0,0,0
grass,1,0,0,3,0,0,3,0,0,0,0,1
grateful,0,0,2,2,0,0,0,1,1,0,0,1
gravity,1,0,0,0,0,0,0,0,0,0,0,0
gray,0,0,0,2,0,0,0,0,0,0,0,1
grease,0,0,0,0,1,0,1,0,0,0,0,0
greasy,0,0,0,0,0,0,0,0,0,0,0,1
great,5,5,15,2,18,15,5,11,3,8,11,7
greatness,1,0,0,0,0,0,0,0,0,0,0,0
greedy,0,0,0,0,0,0,0,0,0,0,0,1
greek,1,0,0,0,0,0,0,0,0,0,0,0
green,1,5,0,0,0,0,1,0,1,0,0,0
greenlight,0,0,0,1,0,0,0,0,0,0,0,0
greg,0,0,0,0,1,0,0,0,0,0,0,0
grey,0,0,0,0,0,0,0,0,1,0,0,0
grin,0,0,0,0,0,0,0,0,0,0,1,0
grind,0,0,0,0,0,1,0,0,0,0,0,0
grizzling,0,0,1,0,0,0,0,0,0,0,0,0
grocery,0,0,0,0,0,0,0,1,0,0,0,0
groggy,0,0,0,0,0,0,0,0,0,0,1,0
groom,0,0,0,0,0,0,1,0,0,0,0,0
gross,2,2,0,0,0,0,0,0,1,0,1,0
ground,1,0,0,0,2,0,1,0,0,1,2,1
grounded,0,0,0,1,0,0,0,0,0,0,0,0
group,0,4,0,1,9,7,2,1,0,1,1,0
grow,3,6,5,3,0,1,5,3,4,2,1,2
grown,1,0,0,0,0,0,1,0,0,0,0,0
grownass,0,0,0,0,0,0,0,0,1,0,0,0
grownup,2,0,0,0,0,0,1,0,0,0,0,0
gspot,0,0,1,0,0,0,0,0,0,0,0,0
guantanamo,0,0,0,0,0,0,0,1,0,0,0,0
guarantee,0,0,0,0,0,0,0,0,2,0,1,0
guard,0,1,1,1,0,2,0,0,0,0,1,10
guess,3,3,3,0,4,0,1,1,2,3,3,2
guest,0,0,0,0,0,0,0,1,0,0,0,0
guide,0,0,2,0,0,0,0,0,0,0,0,0
guilt,0,0,0,0,0,0,0,1,0,0,0,0
guitar,0,0,3,0,1,0,0,1,0,0,0,0
gulf,0,0,0,0,0,1,0,0,0,0,0,0
gum,0,1,0,0,0,0,0,0,0,0,0,0
gummy,0,0,0,0,0,0,0,0,0,0,3,3
gun,1,1,0,0,21,46,0,1,0,8,0,1
gush,0,0,0,0,0,0,0,1,0,0,0,0
gut,0,0,0,0,0,0,0,0,0,0,2,0
guy,25,30,4,13,52,29,16,25,11,29,26,23
gwoulday,0,0,0,0,0,1,0,0,0,0,0,0
gym,0,0,1,0,2,5,0,0,0,0,0,0
gymnasium,0,0,0,0,0,0,0,0,0,0,1,0
gymnast,0,0,0,0,0,0,0,1,0,0,0,0
gymnastic,0,0,0,0,0,0,0,0,0,0,1,0
ha,12,0,3,3,0,0,4,0,0,0,0,0
habit,0,0,0,0,0,2,0,0,0,0,0,0
hack,1,0,0,0,0,0,0,0,0,0,0,0
haha,0,0,0,1,0,0,0,0,0,0,0,0
hahaha,0,0,0,1,0,0,0,0,0,0,0,0
hair,0,1,6,2,1,1,1,0,1,0,0,2
hairline,0,0,0,0,0,0,0,0,0,0,2,0
hairpulle,0,0,0,0,1,0,0,0,0,0,0,0
hairy,0,0,2,0,0,0,0,0,0,0,0,0
halal,0,0,0,0,0,0,0,1,0,0,0,0
half,5,2,1,1,5,0,0,0,4,1,4,1
halfbear,1,0,0,0,0,0,0,0,0,0,0,0
halfchinese,0,0,0,0,0,0,0,0,2,0,0,0
halffancy,0,0,0,0,0,0,0,0,1,0,0,0
halffilipino,0,0,0,0,0,0,0,0,2,0,0,0
halffille,0,0,0,0,1,0,0,0,0,0,0,0
halfjapanese,0,0,0,0,0,0,0,0,2,0,0,0
halfjungle,0,0,0,0,0,0,0,0,1,0,0,0
halflion,1,0,0,0,0,0,0,0,0,0,0,0
halfvietnamese,0,0,0,0,0,0,0,0,2,0,0,0
halfway,1,0,1,0,0,0,0,0,0,0,0,0
hall,0,0,0,0,1,0,0,1,0,0,1,1
hallmark,0,1,0,0,0,0,0,0,0,0,0,0
hallway,0,0,0,0,0,0,0,1,1,0,0,1
halo,0,0,0,0,0,0,1,0,0,0,0,0
hammer,0,0,0,0,0,1,0,0,0,0,0,0
hammie,0,0,0,0,1,0,0,0,0,0,0,0
hampstead,0,0,18,0,0,0,0,0,0,0,0,0
han,0,0,0,0,0,2,0,0,0,0,0,0
hand,3,6,6,2,7,9,2,6,4,4,3,2
handful,0,0,0,0,1,0,0,0,0,0,0,0
handgun,0,0,0,0,0,0,0,0,0,0,0,1
handjobs,0,0,0,0,0,0,0,1,0,0,0,0
handle,1,0,0,0,3,1,1,1,0,1,1,0
handlebar,0,0,0,0,0,0,0,1,0,0,0,0
handsome,0,1,0,1,0,1,1,0,1,0,0,0
handstitche,0,1,0,0,0,0,0,0,0,0,0,0
handwriting,0,0,0,0,0,0,0,0,0,1,1,0
handy,0,0,0,0,0,0,0,0,1,0,0,0
hang,0,3,1,2,9,1,5,2,0,4,5,5
hangover,0,0,0,0,0,1,0,0,0,0,0,0
hank,0,0,0,0,0,12,0,0,0,0,0,0
hankie,0,0,0,0,0,2,0,0,0,0,0,0
hannity,0,0,0,0,0,0,0,1,0,0,0,0
hanson,0,0,0,0,0,0,0,2,0,0,0,0
happen,25,19,14,5,14,19,6,18,7,10,11,6
happened,0,0,0,0,0,0,0,1,0,0,0,0
happily,0,0,0,1,0,0,0,0,0,0,0,0
happiness,1,0,0,0,0,0,1,1,0,0,0,1
happy,1,2,3,3,3,5,4,4,1,2,4,4
hard,4,5,2,9,3,9,2,4,1,5,4,1
hardass,0,0,0,0,0,0,0,0,0,1,0,0
hardboiled,0,0,0,0,0,0,1,0,0,0,0,0
hardearne,0,0,0,0,0,0,0,0,1,0,0,0
hardwired,0,0,1,0,0,0,0,0,0,0,0,0
hardy,0,0,0,0,0,0,0,0,0,0,1,0
harlot,0,0,0,1,0,0,0,0,0,0,0,0
harm,0,0,0,0,0,0,0,0,0,1,0,0
harmony,0,1,0,0,0,0,0,0,0,0,0,0
harrison,0,0,0,0,0,0,1,0,0,0,0,0
harsh,0,2,0,0,0,0,0,0,0,0,0,0
hart,0,4,0,0,0,0,0,0,0,0,0,0
harvard,0,0,0,0,0,0,0,0,5,0,0,0
harvardeducated,0,0,0,0,0,0,0,0,1,0,0,0
harvest,0,0,0,0,0,0,0,0,0,0,1,0
hasan,0,0,0,0,0,0,0,31,0,0,0,0
hasanbye,0,0,0,0,0,0,0,1,0,0,0,0
hashtag,0,0,0,3,0,0,0,0,0,0,0,0
hat,0,0,1,0,1,1,2,0,0,0,0,0
hate,1,0,3,5,3,12,4,9,0,17,3,2
hatred,0,0,0,0,0,0,0,1,0,0,0,0
haunted,0,0,0,0,1,0,1,0,0,0,0,0
having,0,0,1,0,0,0,0,0,0,0,0,0
hawaii,0,0,0,0,0,0,0,0,0,0,0,1
hayle,0,0,1,0,0,0,0,0,0,0,0,0
hbo,0,0,0,0,0,0,0,0,0,0,0,1
hd,1,0,0,0,0,0,0,0,0,0,0,0
head,2,2,6,3,9,5,3,5,6,5,7,1
headache,0,0,1,0,0,0,0,0,0,0,0,0
headlin,0,0,0,0,0,0,0,1,0,0,0,0
headline,0,1,2,0,0,0,0,2,0,0,0,0
headliner,0,0,0,0,0,0,0,1,0,0,0,0
headphone,0,0,0,0,1,0,0,0,0,0,0,0
headset,0,0,0,0,1,0,0,0,0,0,0,0
headshot,0,0,0,0,0,3,0,0,0,0,0,0
heal,0,0,1,0,0,0,0,0,2,0,0,0
health,0,0,0,0,0,0,0,0,0,0,1,0
healthcare,0,0,0,0,0,0,1,0,0,0,0,0
healthy,2,0,0,1,0,0,0,0,0,0,0,0
hear,3,9,6,5,21,4,8,18,5,9,13,0
heart,4,1,3,5,1,2,0,3,1,0,1,0
heartbeat,0,0,0,0,0,0,0,0,1,0,0,0
heartbroken,0,0,0,0,0,0,0,0,0,0,1,0
heat,0,0,0,0,1,2,1,0,0,0,0,0
heathrow,0,0,1,0,0,0,0,0,0,0,0,0
heaven,0,0,0,6,4,0,0,0,0,0,2,1
heavily,0,0,0,1,0,0,0,0,0,0,0,0
heavy,1,0,1,0,3,0,0,3,0,0,0,1
hebdo,0,0,0,0,0,0,0,0,0,0,0,1
heel,0,2,0,0,0,0,0,0,0,0,0,0
height,0,0,1,0,0,0,0,0,0,0,0,0
heinous,0,1,0,0,0,0,0,0,0,0,0,0
heisenberg,0,0,0,0,0,0,0,1,0,0,0,0
heist,0,1,0,0,0,0,0,0,0,0,0,0
helen,0,0,1,0,0,0,0,0,0,0,0,0
helicopter,1,0,1,0,13,0,0,0,0,0,0,0
hell,0,0,9,2,10,2,4,1,0,5,1,0
hello,0,3,3,4,0,3,4,4,3,0,0,0
helm,0,0,0,0,0,0,0,1,0,0,0,0
helmet,0,0,3,0,0,0,0,0,1,0,0,0
help,4,0,8,1,2,2,1,1,5,3,2,1
helpful,0,0,0,0,0,0,0,0,1,0,0,0
helpless,0,0,1,0,0,0,0,0,0,0,0,0
helsinki,0,0,0,0,1,0,0,0,0,0,0,0
heno,1,0,0,0,0,0,0,0,0,0,0,0
henpecke,0,0,0,0,1,0,0,0,0,0,0,0
henry,0,0,0,0,1,0,1,0,0,0,0,0
herd,0,0,0,1,0,0,0,0,0,0,0,0
hero,0,5,0,1,1,2,2,2,1,0,0,2
heterosexual,0,0,1,0,0,0,0,0,0,0,0,1
hey,4,9,0,5,21,10,25,24,8,4,8,2
hgtv,0,0,0,0,0,0,2,0,0,0,0,0
hi,2,3,0,1,0,0,3,1,1,0,2,0
hickey,0,0,0,0,0,0,0,0,0,0,3,0
hide,0,0,0,0,1,0,0,1,1,0,0,0
high,0,3,0,3,3,1,3,5,0,1,4,8
highfive,0,0,0,0,0,0,0,0,0,0,0,1
highlow,0,0,0,0,0,0,0,0,0,0,1,0
highpitche,0,0,1,0,0,0,0,0,0,0,0,0
highpitched,0,0,0,0,0,1,0,0,0,0,0,0
highrisk,0,0,0,0,0,0,0,0,1,0,0,0
highschool,0,0,0,1,0,0,0,0,0,0,0,0
highway,0,0,0,0,0,0,2,0,0,0,0,0
hilarious,0,0,0,0,0,0,0,0,1,0,0,2
hill,0,1,0,0,2,0,0,0,0,0,0,0
hillary,0,0,0,0,0,0,0,0,0,0,0,1
hillbilly,0,0,0,0,0,0,1,0,0,0,0,0
hilton,0,0,0,0,0,0,2,0,0,0,0,0
hindi,0,0,0,0,0,0,0,1,0,0,0,0
hindu,0,0,0,0,0,0,0,2,0,0,0,0
hindus,0,0,0,1,0,0,0,5,0,0,0,0
hint,0,0,0,1,0,0,1,0,0,0,0,0
hiphop,0,1,0,0,0,0,0,0,0,0,0,0
hippie,0,0,0,0,1,0,0,0,3,0,0,0
hippydippy,0,0,0,0,0,0,0,0,1,0,0,0
hipst,0,0,0,0,0,0,0,0,1,0,0,0
hipster,0,0,0,0,0,0,0,0,2,0,0,0
hire,0,0,0,0,0,0,2,0,1,0,0,0
historic,1,0,0,0,0,0,0,0,0,0,0,0
historically,1,0,0,0,0,0,0,0,0,0,0,0
history,5,4,0,0,1,3,0,5,0,1,1,0
